Entraineur,Autostart,Deferre,Favori,Gagnant,Outsider,Age,Place,Recul,Sexe,Distance,Driver,Hippodrome,Date
NON,NON,OUI, ,OUI, ,6,OUI,NON,F, 2700,VERCRUYSSE,VINCENNES,1 JANVIER 2015
NON,NON,OUI, ,OUI, ,6,OUI,NON,F, 2700,AUTRES,VINCENNES,1 JANVIER 2015
OUI,NON,OUI, ,OUI, ,6,OUI,NON,F, 2700,AUTRES,VINCENNES,1 JANVIER 2015
NON,NON,OUI, ,NON, ,6,OUI,NON,F, 2700,THOMAIN,VINCENNES,1 JANVIER 2015
NON,NON,OUI, ,NON, ,6,OUI,NON,F, 2700,AUTRES,VINCENNES,1 JANVIER 2015
OUI,NON,NON, ,OUI, ,8,OUI,NON,H, 2850,AUTRES,VINCENNES,1 JANVIER 2015
NON,NON,OUI, ,NON, ,8,OUI,NON,F, 2850,AUTRES,VINCENNES,1 JANVIER 2015
NON,NON,OUI, ,OUI, ,8,OUI,NON,H, 2850,ABRIVARD,VINCENNES,1 JANVIER 2015
OUI,NON,OUI, ,OUI, ,8,OUI,OUI,H, 2850,AUTRES,VINCENNES,1 JANVIER 2015
OUI,NON,OUI, ,OUI, ,7,OUI,OUI,H, 2850,AUTRES,VINCENNES,1 JANVIER 2015
OUI,NON,NON, ,OUI, ,4,OUI,NON,F, 2700,DREUX,VINCENNES,1 JANVIER 2015
OUI,NON,NON, ,NON, ,4,NON,NON,F, 2700,AUTRES,VINCENNES,1 JANVIER 2015
NON,NON,OUI, ,OUI, ,4,OUI,NON,F, 2700,LEVESQUE,VINCENNES,1 JANVIER 2015
OUI,NON,OUI, ,OUI, ,4,OUI,NON,F, 2700,BAZIRE,VINCENNES,1 JANVIER 2015
NON,NON,OUI, ,OUI, ,4,OUI,NON,F, 2700,VERCRUYSSE,VINCENNES,1 JANVIER 2015
OUI,OUI,OUI, ,NON, ,5,OUI,NON,F, 2100,AUTRES,VINCENNES,1 JANVIER 2015
NON,OUI,OUI, ,OUI, ,6,OUI,NON,F, 2100,OUVRIE,VINCENNES,1 JANVIER 2015
NON,OUI,NON, ,NON, ,6,OUI,NON,M, 2100,VERCRUYSSE,VINCENNES,1 JANVIER 2015
NON,OUI,OUI, ,NON, ,6,NON,NON,M, 2100,NIVARD,VINCENNES,1 JANVIER 2015
NON,OUI,NON, ,OUI, ,6,OUI,NON,F, 2100,BIGEON,VINCENNES,1 JANVIER 2015
NON,OUI,OUI,NON,NON,NON,6,NON,NON,F, 2100,ABRIVARD,VINCENNES,1 JANVIER 2016
OUI,OUI,NON,NON,NON,NON,6,OUI,NON,H, 2100,NIVARD,VINCENNES,1 JANVIER 2016
NON,OUI,OUI,OUI,OUI,NON,6,OUI,NON,F, 2100,OUVRIE,VINCENNES,1 JANVIER 2016
NON,OUI,NON,OUI,NON,NON,6,OUI,NON,M, 2100,LEVESQUE,VINCENNES,1 JANVIER 2016
NON,OUI,OUI,NON,NON,NON,6,OUI,NON,H, 2100,VERVA,VINCENNES,1 JANVIER 2016
OUI,NON,OUI,NON,NON,NON,7,OUI,NON,H, 2850,THOMAIN,VINCENNES,1 JANVIER 2016
OUI,NON,OUI,OUI,NON,NON,7,OUI,OUI,F, 2850,DREUX,VINCENNES,1 JANVIER 2016
NON,NON,NON,NON,NON,NON,8,OUI,OUI,H, 2850,AUTRES,VINCENNES,1 JANVIER 2016
NON,NON,OUI,OUI,NON,NON,7,OUI,OUI,H, 2850,VERCRUYSSE,VINCENNES,1 JANVIER 2016
OUI,NON,NON,NON,NON,OUI,7,OUI,OUI,M, 2850,AUTRES,VINCENNES,1 JANVIER 2016
NON,NON,OUI,OUI,NON,NON,6,NON,NON,F, 2700,OUVRIE,VINCENNES,1 JANVIER 2016
OUI,NON,OUI,OUI,NON,NON,6,OUI,NON,F, 2700,BAZIRE,VINCENNES,1 JANVIER 2016
OUI,NON,OUI,OUI,NON,NON,6,OUI,NON,F, 2700,AUTRES,VINCENNES,1 JANVIER 2016
NON,NON,NON,NON,NON,NON,6,OUI,NON,F, 2700,AUTRES,VINCENNES,1 JANVIER 2016
OUI,NON,NON,OUI,NON,NON,6,OUI,NON,F, 2700,AUTRES,VINCENNES,1 JANVIER 2016
NON,NON,OUI,NON,NON,NON,4,OUI,NON,H, 2700,RAFFIN,VINCENNES,1 JANVIER 2017
NON,NON,OUI,OUI,NON,NON,4,OUI,NON,M, 2700,AUTRES,VINCENNES,1 JANVIER 2017
NON,NON,OUI,NON,NON,NON,4,OUI,NON,M, 2700,AUTRES,VINCENNES,1 JANVIER 2017
OUI,NON,NON,OUI,OUI,NON,4,OUI,NON,H, 2700,BIGEON,VINCENNES,1 JANVIER 2017
OUI,NON,OUI,OUI,OUI,NON,4,OUI,NON,H, 2700,AUTRES,VINCENNES,1 JANVIER 2017
OUI,OUI,OUI,OUI,NON,NON,5,OUI,NON,M, 2100,BAZIRE,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,NON,NON,5,OUI,NON,H, 2100,ABRIVARD,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,5,OUI,NON,H, 2100,NIVARD,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,5,OUI,NON,H, 2100,AUTRES,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,5,OUI,NON,H, 2100,AUTRES,VINCENNES,1 JANVIER 2017
OUI,NON,NON,NON,OUI,NON,7,OUI,NON,H, 2850,AUTRES,VINCENNES,1 JANVIER 2017
OUI,NON,NON,NON,NON,OUI,7,NON,NON,H, 2850,AUTRES,VINCENNES,1 JANVIER 2017
NON,NON,OUI,OUI,OUI,NON,8,OUI,NON,H, 2850,NIVARD,VINCENNES,1 JANVIER 2017
OUI,NON,OUI,OUI,NON,NON,7,OUI,OUI,M, 2850,BAZIRE,VINCENNES,1 JANVIER 2017
NON,NON,OUI,OUI,OUI,NON,7,OUI,OUI,H, 2850,MARTENS,VINCENNES,1 JANVIER 2017
OUI,OUI,OUI,OUI,OUI,NON,5,OUI,NON,F, 2100,BAZIRE,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,OUI,NON,5,OUI,NON,H, 2100,BONNE,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,6,OUI,NON,F, 2100,MARTENS,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,NON,NON,6,OUI,NON,F, 2100,ABRIVARD,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,5,OUI,NON,F, 2100,AUTRES,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,1,OUI,NON,M, 2100,AUTRES,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,6,OUI,NON,M, 2100,NIVARD,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,NON,OUI,6,OUI,NON,M, 2100,RAFFIN,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,OUI,NON,8,OUI,NON,F, 2100,AUTRES,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,NON,NON,8,OUI,NON,M, 2100,AUTRES,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,NON,NON,4,OUI,NON,M, 2100,AUTRES,VINCENNES,2 JANVIER 2016
OUI,OUI,OUI,OUI,NON,NON,4,NON,NON,M, 2100,AUTRES,VINCENNES,2 JANVIER 2016
NON,OUI,OUI,NON,NON,NON,4,NON,NON,M, 2100,NIVARD,VINCENNES,2 JANVIER 2016
NON,OUI,NON,NON,NON,NON,4,OUI,NON,M, 2100,VERCRUYSSE,VINCENNES,2 JANVIER 2016
NON,OUI,OUI,OUI,NON,NON,4,OUI,NON,H, 2100,OUVRIE,VINCENNES,2 JANVIER 2016
