Entraineur,Autostart,Deferre,Gagnant,Record,Gain,Crack,Age,Place,Recul,Sexe,Distance,Driver,Hippodrome,Date 
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,BAZIRE,VINCENNES,NON,NON,DIMANCHE 16 JANVIER 2011
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,DUVALDESTIN,VINCENNES,NON,NON,DIMANCHE 16 JANVIER 2011
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,CHAVATTE,VINCENNES,NON,NON,DIMANCHE 16 JANVIER 2011
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,VERBEECK,VINCENNES,OUI,NON,DIMANCHE 16 JANVIER 2011
NON,NON,OUI,,VIEUX,,OUI,NON,F,LONG,BAZIRE,VINCENNES,NON,NON,DIMANCHE 16 JANVIER 2011
NON,NON,OUI,,VIEUX,,OUI,NON,F,LONG,PITON,VINCENNES,OUI,NON,DIMANCHE 16 JANVIER 2011
OUI,NON,NON,,VIEUX,,OUI,NON,M,LONG,DUBOIS,VINCENNES,NON,OUI,DIMANCHE 16 JANVIER 2011
NON,NON,OUI,,VIEUX,,OUI,NON,M,LONG,KIHLSTROM,VINCENNES,NON,NON,DIMANCHE 16 JANVIER 2011
NON,NON,NON,,VIEUX,,OUI,OUI,M,LONG,ERNAULT,VINCENNES,NON,NON,DIMANCHE 16 JANVIER 2011
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,VERCRUYSSE,VINCENNES,NON,NON,DIMANCHE 16 JANVIER 2011
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,DELL'ANNUNZIATA,VINCENNES,NON,NON,DIMANCHE 16 JANVIER 2011
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,RAFFIN,VINCENNES,NON,NON,DIMANCHE 16 JANVIER 2011
OUI,NON,NON,,VIEUX,,OUI,NON,M,COURT,DUBOIS,VINCENNES,OUI,NON,DIMANCHE 16 JANVIER 2011
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,MOLLO,VINCENNES,NON,OUI,DIMANCHE 16 JANVIER 2011
OUI,NON,NON,,VIEUX,,OUI,NON,H,LONG,BROHIER,VINCENNES,OUI,NON,DIMANCHE 16 JANVIER 2011
NON,NON,NON,,VIEUX,,OUI,NON,H,LONG,CHALON,VINCENNES,NON,NON,DIMANCHE 16 JANVIER 2011
OUI,NON,NON,,VIEUX,,OUI,NON,H,LONG,GOUGEON,VINCENNES,NON,NON,DIMANCHE 16 JANVIER 2011
NON,NON,NON,,VIEUX,,OUI,NON,H,LONG,RAFFIN,VINCENNES,NON,NON,DIMANCHE 16 JANVIER 2011
NON,NON,OUI,,VIEUX,,OUI,NON,F,LONG,BAZIRE,VINCENNES,NON,OUI,DIMANCHE 16 JANVIER 2011
NON,OUI,NON,,VIEUX,,OUI,NON,F,COURT,ABRIVARD,VINCENNES,OUI,OUI,DIMANCHE 16 JANVIER 2011
NON,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,ROBIN,VINCENNES,NON,NON,DIMANCHE 16 JANVIER 2011
NON,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,RAFFIN,VINCENNES,NON,NON,DIMANCHE 16 JANVIER 2011
OUI,OUI,OUI,,VIEUX,,OUI,OUI,F,COURT,BAZIRE,VINCENNES,NON,NON,DIMANCHE 16 JANVIER 2011
NON,OUI,NON,,VIEUX,,OUI,OUI,F,COURT,VERBEECK,VINCENNES,NON,NON,DIMANCHE 16 JANVIER 2011
NON,OUI,OUI,,VIEUX,,OUI,NON,M,COURT,VERVA,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
OUI,OUI,NON,,VIEUX,,OUI,NON,M,COURT,MINNUCCI,VINCENNES,OUI,NON,LUNDI 16 JANVIER 2012
NON,OUI,OUI,,VIEUX,,OUI,NON,H,COURT,VERBEECK,VINCENNES,NON,OUI,LUNDI 16 JANVIER 2012
NON,OUI,OUI,,VIEUX,,OUI,OUI,M,COURT,LOCQUENEUX,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
OUI,OUI,OUI,,VIEUX,,OUI,OUI,M,COURT,LEVESQUE,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,LOCQUENEUX,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,PORCHERON,VINCENNES,NON,OUI,LUNDI 16 JANVIER 2012
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,NIVARD,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,OUVRIE,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,ABRIVARD,VINCENNES,OUI,NON,LUNDI 16 JANVIER 2012
OUI,OUI,OUI,,VIEUX,,OUI,NON,H,COURT,THOMAIN,VINCENNES,OUI,OUI,LUNDI 16 JANVIER 2012
NON,OUI,NON,,VIEUX,,OUI,NON,H,COURT,LECANU,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
NON,OUI,OUI,,VIEUX,,OUI,NON,H,COURT,NIVARD,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
OUI,OUI,OUI,,VIEUX,,OUI,NON,M,COURT,LEVESQUE,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
NON,OUI,NON,,VIEUX,,OUI,OUI,M,COURT,LOCQUENEUX,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,NIVARD,VINCENNES,NON,OUI,LUNDI 16 JANVIER 2012
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,ABRIVARD,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,DREUX,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,DREUX,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,RUAULTS,VINCENNES,OUI,NON,LUNDI 16 JANVIER 2012
OUI,NON,NON,,MEDIUM,,OUI,NON,F,LONG,RUAULT,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
NON,NON,OUI,,MEDIUM,,OUI,NON,F,LONG,VERCRUYSSE,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
OUI,NON,NON,,MEDIUM,,OUI,NON,F,LONG,LAMBERTZ,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
NON,NON,NON,,MEDIUM,,OUI,NON,F,LONG,LOCQUENEUX,VINCENNES,NON,OUI,LUNDI 16 JANVIER 2012
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,LONG,DUBOIS,VINCENNES,OUI,NON,LUNDI 16 JANVIER 2012
OUI,NON,NON,,MEDIUM,,OUI,NON,F,LONG,BEZIER,VINCENNES,OUI,OUI,LUNDI 16 JANVIER 2012
NON,NON,NON,,MEDIUM,,OUI,NON,F,LONG,PACAUD,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
NON,NON,OUI,,MEDIUM,,OUI,NON,F,LONG,ABRIVARD,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
OUI,NON,NON,,MEDIUM,,OUI,NON,F,LONG,FICHAUX,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
NON,NON,NON,,MEDIUM,,OUI,NON,F,LONG,MARTENS,VINCENNES,NON,NON,LUNDI 16 JANVIER 2012
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,RAFFIN,VINCENNES,OUI,NON,JEUDI 16 JANVIER 2014
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,THOMAS,VINCENNES,NON,NON,JEUDI 16 JANVIER 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,ABRIVARD,VINCENNES,NON,NON,JEUDI 16 JANVIER 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,BAZIRE,VINCENNES,NON,NON,JEUDI 16 JANVIER 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,OUVRIE,VINCENNES,NON,OUI,JEUDI 16 JANVIER 2014
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,ROGER,VINCENNES,NON,OUI,JEUDI 16 JANVIER 2014
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,HARDY,VINCENNES,NON,NON,JEUDI 16 JANVIER 2014
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,BIGEON,VINCENNES,NON,NON,JEUDI 16 JANVIER 2014
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,ABRIVARD,VINCENNES,OUI,NON,JEUDI 16 JANVIER 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,OUVRIE,VINCENNES,NON,NON,JEUDI 16 JANVIER 2014
OUI,NON,NON,,MEDIUM,,OUI,NON,H,COURT,CHALON,VINCENNES,NON,NON,JEUDI 16 JANVIER 2014
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,ABRIVARD,VINCENNES,NON,NON,JEUDI 16 JANVIER 2014
OUI,NON,NON,,MEDIUM,,OUI,NON,M,COURT,BAZIRE,VINCENNES,NON,OUI,JEUDI 16 JANVIER 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,LEBOURGEOIS,VINCENNES,NON,NON,JEUDI 16 JANVIER 2014
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,VERCRUYSSE,VINCENNES,OUI,NON,JEUDI 16 JANVIER 2014
OUI,OUI,OUI,,MEDIUM,,OUI,NON,F,COURT,DUBOIS,VINCENNES,NON,NON,JEUDI 16 JANVIER 2014
NON,OUI,NON,,MEDIUM,,OUI,NON,F,COURT,RAFFIN,VINCENNES,NON,OUI,JEUDI 16 JANVIER 2014
NON,OUI,OUI,,MEDIUM,,OUI,NON,F,COURT,NIVARD,VINCENNES,NON,NON,JEUDI 16 JANVIER 2014
OUI,OUI,NON,,MEDIUM,,OUI,NON,F,COURT,DERSOIR,VINCENNES,OUI,NON,JEUDI 16 JANVIER 2014
NON,OUI,NON,,MEDIUM,,OUI,OUI,F,COURT,LAVAINNE,VINCENNES,NON,NON,JEUDI 16 JANVIER 2014
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,BARRIER,VINCENNES,NON,NON,JEUDI 16 JANVIER 2014
OUI,NON,NON,,MEDIUM,,OUI,NON,H,COURT,LE BELLER,VINCENNES,NON,OUI,JEUDI 16 JANVIER 2014
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,LEVESQUE,VINCENNES,NON,NON,JEUDI 16 JANVIER 2014
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,BAZIRE,VINCENNES,NON,NON,JEUDI 16 JANVIER 2014
OUI,NON,NON,,MEDIUM,,OUI,NON,H,COURT,SENET,VINCENNES,OUI,NON,JEUDI 16 JANVIER 2014
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,F,COURT,LE BELLER,VINCENNES,NON,NON,VENDREDI 16 JANVIER 2015
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,F,COURT,PILLON,VINCENNES,OUI,NON,VENDREDI 16 JANVIER 2015
OUI,NON,NON,OUI,JEUNE,OUI,OUI,NON,F,COURT,ROBIN,VINCENNES,NON,NON,VENDREDI 16 JANVIER 2015
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,F,COURT,LANGLOIS,VINCENNES,NON,OUI,VENDREDI 16 JANVIER 2015
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,F,COURT,BAKKER,VINCENNES,NON,NON,VENDREDI 16 JANVIER 2015
OUI,OUI,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,BLANDIN,VINCENNES,NON,NON,VENDREDI 16 JANVIER 2015
OUI,OUI,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,DUVALDESTIN,VINCENNES,OUI,NON,VENDREDI 16 JANVIER 2015
NON,OUI,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,OUVRIE,VINCENNES,NON,OUI,VENDREDI 16 JANVIER 2015
OUI,OUI,NON,OUI,MEDIUM,NON,OUI,OUI,H,COURT,SENET,VINCENNES,NON,NON,VENDREDI 16 JANVIER 2015
NON,OUI,OUI,OUI,MEDIUM,NON,OUI,OUI,H,COURT,DUBOIS,VINCENNES,NON,NON,VENDREDI 16 JANVIER 2015
NON,OUI,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,CUOQ,VINCENNES,NON,NON,VENDREDI 16 JANVIER 2015
OUI,OUI,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,CORMY,VINCENNES,OUI,NON,VENDREDI 16 JANVIER 2015
OUI,OUI,OUI,OUI,MEDIUM,NON,OUI,OUI,F,COURT,MARIE,VINCENNES,NON,NON,VENDREDI 16 JANVIER 2015
NON,OUI,OUI,OUI,MEDIUM,NON,OUI,OUI,H,COURT,LE BRUN,VINCENNES,NON,OUI,VENDREDI 16 JANVIER 2015
NON,OUI,OUI,OUI,MEDIUM,NON,OUI,OUI,H,COURT,BOURGEAIS,VINCENNES,NON,NON,VENDREDI 16 JANVIER 2015
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,F,COURT,THOMAIN,VINCENNES,NON,NON,VENDREDI 16 JANVIER 2015
NON,NON,NON,OUI,MEDIUM,NON,OUI,NON,F,COURT,CHARUEL,VINCENNES,NON,NON,VENDREDI 16 JANVIER 2015
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,F,COURT,MOTTIER,VINCENNES,NON,NON,VENDREDI 16 JANVIER 2015
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,F,COURT,VIET,VINCENNES,NON,OUI,VENDREDI 16 JANVIER 2015
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,F,COURT,GRANDIN,VINCENNES,OUI,NON,VENDREDI 16 JANVIER 2015
OUI,NON,NON,OUI,VIEUX,NON,OUI,NON,H,LONG,DENNEMAN,VINCENNES,OUI,NON,VENDREDI 16 JANVIER 2015
NON,NON,OUI,OUI,MEDIUM,NON,OUI,OUI,H,LONG,JOFFROY,VINCENNES,NON,OUI,VENDREDI 16 JANVIER 2015
NON,NON,NON,OUI,MEDIUM,NON,OUI,OUI,H,LONG,DELAUNAI,VINCENNES,NON,NON,VENDREDI 16 JANVIER 2015
NON,NON,OUI,OUI,MEDIUM,OUI,OUI,OUI,F,LONG,LABOUTIQUE,VINCENNES,NON,NON,VENDREDI 16 JANVIER 2015
NON,NON,NON,OUI,MEDIUM,NON,OUI,OUI,H,LONG,BECHU,VINCENNES,NON,OUI,VENDREDI 16 JANVIER 2015
OUI,NON,NON,OUI,JEUNE,OUI,NON,NON,M,COURT,DERIEUX,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
NON,NON,NON,OUI,JEUNE,NON,NON,NON,M,COURT,NIVARD,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
NON,NON,NON,OUI,JEUNE,OUI,NON,NON,M,COURT,MONCLIN,VINCENNES,OUI,OUI,SAMEDI 16 JANVIER 2016
NON,NON,NON,OUI,JEUNE,OUI,NON,NON,M,COURT,BAZIRE,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,M,COURT,LEBOURGEOIS,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
NON,NON,NON,OUI,MEDIUM,OUI,OUI,NON,H,COURT,LOCQUENEUX,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
OUI,NON,NON,OUI,MEDIUM,NON,NON,NON,F,COURT,DERSOIR,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
NON,NON,OUI,OUI,VIEUX,NON,NON,NON,F,COURT,ABRIVARD,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
OUI,NON,OUI,OUI,VIEUX,OUI,NON,NON,M,COURT,BIGEON,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
NON,NON,OUI,OUI,VIEUX,NON,NON,NON,M,COURT,THOMAIN,VINCENNES,OUI,OUI,SAMEDI 16 JANVIER 2016
OUI,NON,OUI,OUI,MEDIUM,NON,NON,NON,H,COURT,BIGEON,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
OUI,NON,OUI,OUI,MEDIUM,NON,NON,NON,H,COURT,LENOIR,VINCENNES,NON,OUI,SAMEDI 16 JANVIER 2016
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,MASSCHAELE,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
NON,NON,OUI,OUI,MEDIUM,NON,NON,NON,H,COURT,VERVA,VINCENNES,NON,OUI,SAMEDI 16 JANVIER 2016
OUI,NON,OUI,OUI,MEDIUM,OUI,NON,NON,H,COURT,MARTENS,VINCENNES,OUI,NON,SAMEDI 16 JANVIER 2016
NON,NON,OUI,OUI,MEDIUM,OUI,OUI,NON,M,LONG,GOOP,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
NON,NON,OUI,OUI,MEDIUM,NON,NON,NON,M,LONG,GELORMINI,VINCENNES,NON,OUI,SAMEDI 16 JANVIER 2016
OUI,NON,OUI,OUI,MEDIUM,NON,NON,NON,F,LONG,BAZIRE,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
NON,NON,OUI,OUI,MEDIUM,NON,NON,NON,M,LONG,MARTENS,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
OUI,NON,OUI,OUI,MEDIUM,NON,NON,NON,M,LONG,PRAT,VINCENNES,OUI,NON,SAMEDI 16 JANVIER 2016
NON,NON,OUI,OUI,MEDIUM,NON,NON,NON,F,LONG,BATY,VINCENNES,NON,OUI,SAMEDI 16 JANVIER 2016
NON,NON,OUI,OUI,MEDIUM,OUI,NON,NON,H,LONG,ROSZAK,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
NON,NON,OUI,OUI,MEDIUM,NON,NON,NON,F,LONG,BLANCHETIERE,VINCENNES,OUI,NON,SAMEDI 16 JANVIER 2016
NON,NON,OUI,OUI,MEDIUM,OUI,OUI,OUI,H,LONG,RENAULT,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
NON,NON,OUI,OUI,MEDIUM,NON,NON,OUI,F,LONG,LABOUTIQUE,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
OUI,OUI,OUI,OUI,MEDIUM,NON,NON,NON,H,COURT,ABRIVARD,VINCENNES,OUI,NON,SAMEDI 16 JANVIER 2016
OUI,OUI,OUI,OUI,MEDIUM,NON,NON,NON,H,COURT,BAZIRE,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
OUI,OUI,OUI,OUI,MEDIUM,OUI,NON,NON,H,COURT,ARMELLINI,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
NON,OUI,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,VERCRUYSSE,VINCENNES,NON,OUI,SAMEDI 16 JANVIER 2016
NON,OUI,OUI,OUI,MEDIUM,NON,NON,OUI,H,COURT,ABRIVARD,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
OUI,NON,NON,OUI,JEUNE,NON,NON,NON,H,LONG,DUBOIS,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
NON,NON,OUI,OUI,JEUNE,NON,NON,NON,H,LONG,THOMAIN,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
NON,NON,OUI,OUI,JEUNE,NON,NON,NON,H,LONG,BARRIER,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
NON,NON,NON,OUI,JEUNE,NON,NON,NON,M,LONG,PITON,VINCENNES,NON,NON,SAMEDI 16 JANVIER 2016
NON,NON,OUI,OUI,JEUNE,NON,OUI,NON,M,LONG,RAFFIN,VINCENNES,OUI,OUI,SAMEDI 16 JANVIER 2016
NON,NON,OUI,OUI,MEDIUM,NON,NON,NON,H,COURT,RAFFIN,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,H,COURT,NIVARD,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
NON,NON,OUI,OUI,MEDIUM,NON,NON,NON,H,COURT,LOCQUENEUX,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
OUI,NON,OUI,OUI,MEDIUM,NON,NON,NON,H,COURT,BIGEON,VINCENNES,NON,OUI,LUNDI 16 JANVIER 2017
OUI,NON,OUI,OUI,MEDIUM,NON,NON,NON,H,COURT,ABRIVARD,VINCENNES,OUI,NON,LUNDI 16 JANVIER 2017
NON,NON,OUI,OUI,JEUNE,NON,NON,NON,H,COURT,ANDREGHETTI,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
NON,NON,OUI,OUI,JEUNE,NON,NON,NON,H,COURT,NIVARD,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
NON,NON,OUI,OUI,JEUNE,NON,NON,NON,H,COURT,OUVRIE,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
NON,NON,OUI,OUI,JEUNE,NON,NON,NON,H,COURT,BAZIRE,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
OUI,NON,OUI,OUI,JEUNE,NON,OUI,NON,H,COURT,BLANDIN,VINCENNES,OUI,OUI,LUNDI 16 JANVIER 2017
OUI,NON,NON,OUI,JEUNE,NON,NON,NON,M,COURT,CHALON,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
NON,NON,NON,,JEUNE,,NON,NON,M,COURT,NIVARD,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
NON,NON,NON,OUI,JEUNE,NON,NON,NON,M,COURT,VERCRUYSSE,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
NON,NON,NON,OUI,JEUNE,NON,NON,NON,H,COURT,ABRIVARD,VINCENNES,OUI,NON,LUNDI 16 JANVIER 2017
NON,NON,NON,OUI,JEUNE,NON,OUI,NON,M,COURT,BAZIRE,VINCENNES,NON,OUI,LUNDI 16 JANVIER 2017
NON,NON,NON,OUI,JEUNE,NON,NON,NON,M,COURT,VERCRUYSSE,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
OUI,NON,NON,OUI,JEUNE,NON,OUI,NON,M,COURT,SENET,VINCENNES,NON,OUI,LUNDI 16 JANVIER 2017
NON,NON,NON,OUI,JEUNE,NON,NON,NON,H,COURT,PITON,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
NON,NON,NON,OUI,JEUNE,NON,NON,NON,H,COURT,ABRIVARD,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
OUI,NON,OUI,OUI,JEUNE,NON,NON,NON,M,COURT,DUBOIS,VINCENNES,OUI,NON,LUNDI 16 JANVIER 2017
NON,NON,OUI,OUI,JEUNE,NON,NON,NON,H,COURT,GUINOISEAU,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
OUI,NON,NON,OUI,JEUNE,NON,NON,NON,M,COURT,LANNOO,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
OUI,NON,NON,OUI,JEUNE,NON,NON,NON,M,COURT,VERCRUYSSE,VINCENNES,NON,OUI,LUNDI 16 JANVIER 2017
OUI,NON,NON,OUI,JEUNE,NON,NON,NON,H,COURT,ABRIVARD,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
OUI,NON,OUI,OUI,JEUNE,NON,OUI,NON,M,COURT,DUVALDESTIN,VINCENNES,OUI,NON,LUNDI 16 JANVIER 2017
OUI,NON,OUI,OUI,JEUNE,NON,NON,NON,F,LONG,LE CREPS,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
OUI,NON,OUI,OUI,JEUNE,NON,OUI,NON,F,LONG,MAILLARD,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
NON,NON,OUI,OUI,JEUNE,NON,NON,NON,F,LONG,GELORMINI,VINCENNES,NON,NON,LUNDI 16 JANVIER 2017
NON,NON,NON,OUI,JEUNE,NON,NON,NON,H,LONG,VERVA,VINCENNES,NON,OUI,LUNDI 16 JANVIER 2017
OUI,NON,OUI,OUI,JEUNE,NON,NON,OUI,H,LONG,ANNE,VINCENNES,OUI,NON,LUNDI 16 JANVIER 2017
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,BAZIRE,VINCENNES,NON,OUI,DIMANCHE 17 JANVIER 2010
NON,NON,NON,,VIEUX,,OUI,NON,F,COURT,RAFFIN,VINCENNES,NON,NON,DIMANCHE 17 JANVIER 2010
NON,NON,NON,,VIEUX,,OUI,NON,F,COURT,VERBEECK,VINCENNES,NON,NON,DIMANCHE 17 JANVIER 2010
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,DUVALDESTIN,VINCENNES,OUI,NON,DIMANCHE 17 JANVIER 2010
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,BAUDRON,VINCENNES,NON,NON,DIMANCHE 17 JANVIER 2010
NON,NON,OUI,,VIEUX,,OUI,NON,F,LONG,LE BELLER,VINCENNES,NON,NON,DIMANCHE 17 JANVIER 2010
OUI,NON,OUI,,VIEUX,,OUI,NON,M,LONG,BIGEON,VINCENNES,NON,NON,DIMANCHE 17 JANVIER 2010
NON,NON,OUI,,VIEUX,,OUI,NON,F,LONG,NIVARD,VINCENNES,NON,NON,DIMANCHE 17 JANVIER 2010
NON,NON,NON,,VIEUX,,OUI,NON,M,LONG,BAUDE,VINCENNES,NON,OUI,DIMANCHE 17 JANVIER 2010
OUI,NON,OUI,,VIEUX,,OUI,NON,M,LONG,BELLEI,VINCENNES,OUI,NON,DIMANCHE 17 JANVIER 2010
NON,NON,NON,,VIEUX,,OUI,NON,M,COURT,GOOP,VINCENNES,NON,NON,DIMANCHE 17 JANVIER 2010
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,VERBEECK,VINCENNES,NON,NON,DIMANCHE 17 JANVIER 2010
OUI,NON,NON,,VIEUX,,OUI,NON,H,COURT,CHALON,VINCENNES,NON,NON,DIMANCHE 17 JANVIER 2010
NON,NON,NON,,VIEUX,,OUI,NON,M,COURT,FRIBAULT,VINCENNES,NON,NON,DIMANCHE 17 JANVIER 2010
NON,NON,NON,,VIEUX,,OUI,NON,M,COURT,BAZIRE,VINCENNES,OUI,OUI,DIMANCHE 17 JANVIER 2010
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,LEVESQUE,VINCENNES,NON,NON,DIMANCHE 17 JANVIER 2010
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,DUBOIS,VINCENNES,NON,NON,DIMANCHE 17 JANVIER 2010
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,GOOP,VINCENNES,NON,NON,DIMANCHE 17 JANVIER 2010
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,RAFFIN,VINCENNES,NON,NON,DIMANCHE 17 JANVIER 2010
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,DUBOIS,VINCENNES,OUI,OUI,DIMANCHE 17 JANVIER 2010
NON,NON,NON,,VIEUX,,OUI,NON,H,LONG,BONNE,HIPPO,NON,NON,DATE
NON,NON,NON,,VIEUX,,OUI,OUI,H,LONG,BEZIER,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,OUI,F,LONG,KOUBICHE,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,OUI,F,LONG,BAZIRE,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,OUI,F,LONG,ABRIVARD,HIPPO,OUI,OUI,DATE
