Entraineur,Autostart,Deferre,Favori,Gagnant,Outsider,Age,Place,Recul,Sexe,Distance,Driver,Hippodrome,Date
NON,NON,OUI,NON,OUI,OUI,5,NON,NON,M, 2700,ABRIVARD,VINCENNES,1 JANVIER 2016
OUI,NON,OUI,NON,NON,NON,5,NON,NON,H, 2700,AUTRES,VINCENNES,1 JANVIER 2016
NON,NON,NON,OUI,OUI,NON,5,NON,NON,M, 2700,NIVARD,VINCENNES,1 JANVIER 2016
NON,NON,OUI,NON,NON,NON,7,NON,NON,F, 2200,AUTRES,VINCENNES,1 JANVIER 2016
NON,NON,OUI,OUI,OUI,NON,7,NON,NON,H, 2200,VERCRUYSSE,VINCENNES,1 JANVIER 2016
NON,NON,OUI,NON,NON,OUI,8,NON,NON,H, 2200,AUTRES,VINCENNES,1 JANVIER 2016
NON,NON,OUI,NON,NON,NON,8,NON,NON,H, 2200,RAFFIN,VINCENNES,1 JANVIER 2016
NON,NON,NON,OUI,NON,NON,8,NON,NON,F, 2200,ABRIVARD,VINCENNES,1 JANVIER 2016
NON,NON,OUI,NON,NON,NON,4,NON,NON,H, 2700,RAFFIN,VINCENNES,1 JANVIER 2017
NON,NON,OUI,OUI,NON,NON,4,NON,NON,M, 2700,AUTRES,VINCENNES,1 JANVIER 2017
NON,NON,OUI,NON,NON,OUI,4,NON,NON,M, 2700,AUTRES,VINCENNES,1 JANVIER 2017
OUI,NON,NON,OUI,OUI,NON,4,OUI,NON,H, 2700,BIGEON,VINCENNES,1 JANVIER 2017
OUI,NON,OUI,OUI,OUI,NON,4,OUI,NON,H, 2700,AUTRES,VINCENNES,1 JANVIER 2017
OUI,OUI,OUI,OUI,OUI,NON,5,NON,NON,M, 2100,BAZIRE,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,NON,NON,5,NON,NON,H, 2100,ABRIVARD,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,5,NON,NON,H, 2100,NIVARD,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,5,NON,NON,H, 2100,AUTRES,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,5,NON,NON,H, 2100,AUTRES,VINCENNES,1 JANVIER 2017
OUI,NON,NON,NON,OUI,NON,7,NON,NON,H, 2850,AUTRES,VINCENNES,1 JANVIER 2017
OUI,NON,NON,NON,OUI,OUI,7,NON,NON,H, 2850,AUTRES,VINCENNES,1 JANVIER 2017
NON,NON,OUI,OUI,OUI,NON,8,NON,NON,H, 2850,NIVARD,VINCENNES,1 JANVIER 2017
OUI,NON,OUI,OUI,NON,NON,7,NON,OUI,M, 2850,BAZIRE,VINCENNES,1 JANVIER 2017
NON,NON,OUI,OUI,OUI,NON,7,NON,OUI,H, 2850,MARTENS,VINCENNES,1 JANVIER 2017
OUI,OUI,OUI,OUI,OUI,NON,5,NON,NON,F, 2100,BAZIRE,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,OUI,NON,5,NON,NON,H, 2100,BONNE,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,6,OUI,NON,F, 2100,MARTENS,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,6,NON,NON,F, 2100,ABRIVARD,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,5,NON,NON,F, 2100,AUTRES,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,1,OUI,NON,M, 2100,AUTRES,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,6,OUI,NON,M, 2100,NIVARD,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,NON,OUI,6,NON,NON,M, 2100,RAFFIN,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,OUI,NON,8,NON,NON,F, 2100,AUTRES,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,NON,NON,8,NON,NON,M, 2100,AUTRES,VINCENNES,1 JANVIER 2017
OUI,NON,NON,NON,NON,OUI,5,NON,NON,F, 2850,AUTRES,VINCENNES,1 JANVIER 2017
NON,NON,OUI,NON,NON,OUI,5,NON,NON,F, 2850,AUTRES,VINCENNES,1 JANVIER 2017
OUI,NON,OUI,NON,NON,OUI,5,NON,NON,F, 2850,AUTRES,VINCENNES,1 JANVIER 2017
OUI,NON,OUI,NON,NON,NON,5,NON,NON,F, 2850,AUTRES,VINCENNES,1 JANVIER 2017
NON,NON,NON,NON,OUI,OUI,5,NON,NON,F, 2850,AUTRES,VINCENNES,1 JANVIER 2017
NON,NON,NON,NON,OUI,NON,3,NON,NON,F, 2850,RAFFIN,VINCENNES,1 JANVIER 2017
NON,NON,OUI,OUI,NON,NON,3,NON,NON,F, 2850,BAZIRE,VINCENNES,1 JANVIER 2017
OUI,NON,NON,NON,NON,OUI,3,NON,NON,F, 2850,AUTRES,VINCENNES,1 JANVIER 2017
NON,NON,NON,OUI,OUI,NON,3,NON,NON,F, 2850,THOMAIN,VINCENNES,1 JANVIER 2017
NON,NON,NON,NON,NON,NON,3,NON,NON,F, 2850,ABRIVARD,VINCENNES,1 JANVIER 2017
