Entraineur,Autostart,Deferre,Favori,Gagnant,Outsider,Age,Place,Recul,Sexe,Distance,Driver,Hippodrome,Date
NON,NON,NON,OUI,NON,NON,MEDIUM,NON,NON,F,COURT,ABRIVARD,VINCENNES,1 JANVIER 2016
NON,NON,OUI,NON,NON,NON,JEUNE,NON,NON,H,COURT,RAFFIN,VINCENNES,1 JANVIER 2017
NON,NON,OUI,NON,NON,NON,JEUNE,NON,NON,M,COURT,AUTRES,VINCENNES,1 JANVIER 2017
NON,NON,OUI,NON,NON,OUI,JEUNE,NON,NON,M,COURT,AUTRES,VINCENNES,1 JANVIER 2017
OUI,NON,NON,OUI,OUI,NON,JEUNE,OUI,NON,H,COURT,BIGEON,VINCENNES,1 JANVIER 2017
OUI,NON,OUI,NON,OUI,NON,JEUNE,OUI,NON,H,COURT,AUTRES,VINCENNES,1 JANVIER 2017
OUI,OUI,OUI,OUI,OUI,NON,JEUNE,NON,NON,M,COURT,BAZIRE,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,NON,NON,JEUNE,NON,NON,H,COURT,ABRIVARD,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,OUI,NON,JEUNE,NON,NON,H,COURT,NIVARD,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,OUI,NON,JEUNE,NON,NON,H,COURT,AUTRES,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,JEUNE,NON,NON,H,COURT,AUTRES,VINCENNES,1 JANVIER 2017
OUI,NON,NON,NON,OUI,OUI,MEDIUM,NON,NON,H,LONG,AUTRES,VINCENNES,1 JANVIER 2017
OUI,NON,NON,NON,OUI,OUI,MEDIUM,NON,NON,H,LONG,AUTRES,VINCENNES,1 JANVIER 2017
NON,NON,OUI,NON,OUI,NON,MEDIUM,NON,NON,H,LONG,NIVARD,VINCENNES,1 JANVIER 2017
OUI,NON,OUI,NON,NON,NON,MEDIUM,NON,OUI,M,LONG,BAZIRE,VINCENNES,1 JANVIER 2017
NON,NON,OUI,NON,OUI,NON,MEDIUM,NON,OUI,H,LONG,MARTENS,VINCENNES,1 JANVIER 2017
OUI,OUI,OUI,NON,OUI,NON,JEUNE,NON,NON,F,COURT,BAZIRE,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,OUI,NON,JEUNE,NON,NON,H,COURT,BONNE,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,OUI,NON,MEDIUM,OUI,NON,F,COURT,MARTENS,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,MEDIUM,NON,OUI,F,COURT,ABRIVARD,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,OUI,NON,JEUNE,NON,OUI,F,COURT,AUTRES,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,OUI,NON,VIEUX,OUI,NON,M,COURT,AUTRES,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,MEDIUM,OUI,NON,M,COURT,NIVARD,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,NON,OUI,MEDIUM,NON,NON,M,COURT,RAFFIN,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,OUI,OUI,MEDIUM,NON,NON,F,COURT,AUTRES,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,NON,OUI,MEDIUM,NON,NON,M,COURT,AUTRES,VINCENNES,1 JANVIER 2017
OUI,NON,NON,NON,NON,OUI,JEUNE,NON,NON,F,LONG,AUTRES,VINCENNES,1 JANVIER 2017
NON,NON,OUI,NON,NON,OUI,JEUNE,NON,NON,F,LONG,AUTRES,VINCENNES,1 JANVIER 2017
OUI,NON,OUI,NON,NON,OUI,JEUNE,NON,NON,F,LONG,AUTRES,VINCENNES,1 JANVIER 2017
OUI,NON,OUI,NON,NON,OUI,JEUNE,NON,NON,F,LONG,AUTRES,VINCENNES,1 JANVIER 2017
NON,NON,NON,NON,OUI,OUI,JEUNE,NON,NON,F,LONG,AUTRES,VINCENNES,1 JANVIER 2017
NON,NON,NON,NON,OUI,OUI,JEUNE,NON,NON,F,LONG,RAFFIN,VINCENNES,1 JANVIER 2017
NON,NON,OUI,OUI,NON,NON,JEUNE,NON,NON,F,LONG,BAZIRE,VINCENNES,1 JANVIER 2017
OUI,NON,NON,NON,NON,OUI,JEUNE,NON,NON,F,LONG,AUTRES,VINCENNES,1 JANVIER 2017
NON,NON,NON,OUI,OUI,NON,JEUNE,NON,NON,F,LONG,THOMAIN,VINCENNES,1 JANVIER 2017
NON,NON,NON,NON,NON,OUI,JEUNE,NON,NON,F,LONG,ABRIVARD,VINCENNES,1 JANVIER 2017
NON,OUI,OUI,NON,NON,NON,JEUNE,NON,NON,M,COURT,AUTRES,VINCENNES,2 JANVIER 2016
OUI,OUI,OUI,NON,NON,NON,JEUNE,NON,NON,M,COURT,AUTRES,VINCENNES,2 JANVIER 2016
NON,OUI,OUI,NON,NON,OUI,JEUNE,NON,OUI,M,COURT,NIVARD,VINCENNES,2 JANVIER 2016
NON,OUI,NON,NON,NON,OUI,JEUNE,NON,OUI,M,COURT,VERCRUYSSE,VINCENNES,2 JANVIER 2016
NON,OUI,OUI,NON,NON,NON,JEUNE,NON,OUI,H,COURT,OUVRIE,VINCENNES,2 JANVIER 2016
NON,NON,OUI,NON,NON,OUI,MEDIUM,NON,NON,M,LONG,ABRIVARD,VINCENNES,2 JANVIER 2016
NON,NON,OUI,OUI,NON,NON,MEDIUM,NON,NON,M,LONG,NIVARD,VINCENNES,2 JANVIER 2016
OUI,NON,OUI,NON,NON,OUI,MEDIUM,NON,NON,F,LONG,AUTRES,VINCENNES,2 JANVIER 2016
OUI,NON,OUI,OUI,NON,NON,MEDIUM,NON,NON,F,LONG,VERCRUYSSE,VINCENNES,2 JANVIER 2016
NON,NON,OUI,NON,NON,OUI,MEDIUM,NON,OUI,M,LONG,RAFFIN,VINCENNES,2 JANVIER 2016
NON,NON,NON,NON,NON,OUI,JEUNE,NON,NON,M,COURT,OUVRIE,VINCENNES,2 JANVIER 2016
NON,NON,OUI,NON,OUI,OUI,JEUNE,NON,NON,H,COURT,AUTRES,VINCENNES,2 JANVIER 2016
NON,NON,OUI,NON,OUI,NON,JEUNE,NON,NON,M,COURT,ABRIVARD,VINCENNES,2 JANVIER 2016
NON,NON,OUI,OUI,NON,NON,JEUNE,NON,NON,H,COURT,BAZIRE,VINCENNES,2 JANVIER 2016
NON,NON,OUI,NON,NON,NON,JEUNE,NON,NON,M,COURT,RAFFIN,VINCENNES,2 JANVIER 2016
NON,OUI,NON,OUI,NON,NON,JEUNE,NON,NON,F,COURT,BIGEON,VINCENNES,2 JANVIER 2016
NON,OUI,NON,NON,OUI,NON,JEUNE,OUI,NON,F,COURT,ABRIVARD,VINCENNES,2 JANVIER 2016
NON,OUI,NON,OUI,OUI,NON,JEUNE,NON,NON,F,COURT,ABRIVARD,VINCENNES,2 JANVIER 2016
OUI,OUI,OUI,NON,NON,NON,JEUNE,NON,NON,F,COURT,AUTRES,VINCENNES,2 JANVIER 2016
OUI,OUI,NON,NON,NON,OUI,JEUNE,NON,NON,F,COURT,AUTRES,VINCENNES,2 JANVIER 2016
NON,OUI,OUI,NON,NON,OUI,MEDIUM,NON,NON,M,COURT,AUTRES,VINCENNES,2 JANVIER 2016
OUI,OUI,OUI,NON,OUI,OUI,MEDIUM,NON,NON,H,COURT,AUTRES,VINCENNES,2 JANVIER 2016
NON,OUI,OUI,OUI,NON,NON,MEDIUM,NON,NON,H,COURT,NIVARD,VINCENNES,2 JANVIER 2016
NON,OUI,OUI,NON,NON,OUI,MEDIUM,NON,OUI,M,COURT,THOMAIN,VINCENNES,2 JANVIER 2016
NON,OUI,OUI,NON,OUI,OUI,MEDIUM,NON,OUI,H,COURT,BAZIRE,VINCENNES,2 JANVIER 2016
NON,NON,NON,NON,NON,OUI,JEUNE,NON,NON,M,LONG,DUBOIS,VINCENNES,2 JANVIER 2016
NON,NON,NON,NON,NON,NON,JEUNE,NON,NON,M,LONG,AUTRES,VINCENNES,2 JANVIER 2016
NON,NON,NON,OUI,NON,NON,JEUNE,NON,NON,M,LONG,AUTRES,VINCENNES,2 JANVIER 2016
NON,NON,NON,NON,OUI,NON,JEUNE,NON,NON,M,LONG,ABRIVARD,VINCENNES,2 JANVIER 2016
NON,NON,NON,NON,OUI,NON,JEUNE,NON,NON,M,LONG,BAZIRE,VINCENNES,2 JANVIER 2016
NON,OUI,OUI,NON,NON,NON,MEDIUM,NON,NON,M,COURT,RAFFIN,VINCENNES,2 JANVIER 2017
NON,OUI,OUI,NON,NON,OUI,VIEUX,NON,OUI,H,COURT,ABRIVARD,VINCENNES,2 JANVIER 2017
NON,OUI,OUI,NON,NON,OUI,MEDIUM,NON,OUI,H,COURT,AUTRES,VINCENNES,2 JANVIER 2017
NON,OUI,OUI,NON,OUI,NON,MEDIUM,NON,OUI,H,COURT,BAZIRE,VINCENNES,2 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,MEDIUM,NON,OUI,H,COURT,AUTRES,VINCENNES,2 JANVIER 2017
NON,OUI,OUI,OUI,NON,NON,MEDIUM,NON,NON,F,COURT,BAZIRE,VINCENNES,2 JANVIER 2017
OUI,OUI,NON,NON,NON,OUI,MEDIUM,NON,NON,F,COURT,AUTRES,VINCENNES,2 JANVIER 2017
NON,OUI,OUI,NON,NON,OUI,MEDIUM,NON,NON,F,COURT,BONNE,VINCENNES,2 JANVIER 2017
NON,OUI,OUI,OUI,OUI,NON,MEDIUM,NON,NON,F,COURT,NIVARD,VINCENNES,2 JANVIER 2017
NON,OUI,OUI,NON,NON,OUI,MEDIUM,NON,OUI,F,COURT,LOCQUENAUX,VINCENNES,2 JANVIER 2017
NON,OUI,OUI,OUI,NON,NON,MEDIUM,NON,NON,F,COURT,AUTRES,VINCENNES,2 JANVIER 2017
NON,OUI,NON,NON,NON,OUI,MEDIUM,NON,NON,H,COURT,ALLARD,VINCENNES,2 JANVIER 2017
NON,OUI,OUI,NON,NON,NON,MEDIUM,NON,NON,H,COURT,AUTRES,VINCENNES,2 JANVIER 2017
NON,OUI,OUI,NON,NON,OUI,MEDIUM,NON,NON,H,COURT,AUTRES,VINCENNES,2 JANVIER 2017
NON,OUI,OUI,NON,NON,NON,MEDIUM,NON,OUI,H,COURT,AUTRES,VINCENNES,2 JANVIER 2017
NON,NON,OUI,NON,OUI,NON,MEDIUM,NON,NON,H,COURT,AUTRES,VINCENNES,2 JANVIER 2017
NON,NON,NON,NON,NON,OUI,MEDIUM,NON,NON,H,COURT,BIGEON,VINCENNES,2 JANVIER 2017
NON,NON,OUI,NON,NON,NON,MEDIUM,NON,NON,H,COURT,DUBOIS,VINCENNES,2 JANVIER 2017
NON,NON,OUI,OUI,NON,NON,MEDIUM,NON,NON,H,COURT,BAZIRE,VINCENNES,2 JANVIER 2017
OUI,NON,OUI,NON,OUI,NON,MEDIUM,NON,NON,H,COURT,AUTRES,VINCENNES,2 JANVIER 2017
OUI,NON,OUI,NON,NON,NON,MEDIUM,NON,NON,H,COURT,BIGEON,VINCENNES,2 JANVIER 2017
NON,NON,OUI,NON,NON,OUI,MEDIUM,NON,NON,H,COURT,BAZIRE,VINCENNES,2 JANVIER 2017
NON,NON,OUI,NON,NON,OUI,MEDIUM,NON,NON,M,COURT,BONNE,VINCENNES,2 JANVIER 2017
NON,NON,OUI,NON,NON,OUI,MEDIUM,NON,NON,H,COURT,DREUX,VINCENNES,2 JANVIER 2017
NON,NON,OUI,OUI,OUI,NON,MEDIUM,NON,NON,H,COURT,RAFFIN,VINCENNES,2 JANVIER 2017
OUI,NON,NON,NON,NON,OUI,JEUNE,NON,NON,F,LONG,DREUX,VINCENNES,2 JANVIER 2017
NON,NON,NON,NON,OUI,NON,JEUNE,NON,NON,F,LONG,RAFFIN,VINCENNES,2 JANVIER 2017
OUI,NON,NON,NON,NON,OUI,JEUNE,NON,NON,F,LONG,AUTRES,VINCENNES,2 JANVIER 2017
NON,NON,OUI,NON,OUI,NON,JEUNE,NON,NON,F,LONG,AUTRES,VINCENNES,2 JANVIER 2017
NON,NON,NON,NON,NON,OUI,JEUNE,NON,NON,F,LONG,AUTRES,VINCENNES,2 JANVIER 2017
NON,NON,NON, ,NON, ,JEUNE,OUI,NON,M,COURT,THOMAIN,VINCENNES,3 JANVIER 2015
NON,NON,OUI, ,OUI, ,JEUNE,OUI,NON,M,COURT,AUTRES,VINCENNES,3 JANVIER 2015
NON,NON,OUI, ,NON, ,JEUNE,NON,NON,F,COURT,NIVARD,VINCENNES,3 JANVIER 2015
NON,NON,OUI, ,OUI, ,JEUNE,OUI,NON,F,COURT,RAFFIN,VINCENNES,3 JANVIER 2015
NON,NON,NON, ,NON, ,JEUNE,OUI,NON,M,COURT,VERCRUYSSE,VINCENNES,3 JANVIER 2015
OUI,NON,OUI, ,OUI, ,JEUNE,NON,NON,F,COURT,AUTRES,VINCENNES,3 JANVIER 2015
NON,NON,OUI, ,NON, ,JEUNE,NON,NON,F,COURT,AUTRES,VINCENNES,3 JANVIER 2015
NON,NON,OUI, ,OUI, ,JEUNE,NON,NON,F,COURT,AUTRES,VINCENNES,3 JANVIER 2015
OUI,NON,OUI, ,NON, ,JEUNE,NON,NON,F,COURT,AUTRES,VINCENNES,3 JANVIER 2015
NON,NON,OUI, ,OUI, ,JEUNE,OUI,NON,F,COURT,VERVA,VINCENNES,3 JANVIER 2015
NON,OUI,OUI, ,NON, ,MEDIUM,NON,NON,F,COURT,RAFFIN,VINCENNES,3 JANVIER 2015
NON,OUI,OUI, ,OUI, ,MEDIUM,NON,NON,F,COURT,LEVESQUE,VINCENNES,3 JANVIER 2015
OUI,OUI,NON, ,NON, ,MEDIUM,NON,NON,H,COURT,AUTRES,VINCENNES,3 JANVIER 2015
NON,OUI,OUI, ,OUI, ,MEDIUM,NON,OUI,F,COURT,ABRIVARD,VINCENNES,3 JANVIER 2015
NON,OUI,NON, ,OUI, ,MEDIUM,NON,OUI,F,COURT,VERVA,VINCENNES,3 JANVIER 2015
OUI,NON,OUI, ,OUI, ,MEDIUM,NON,NON,H,COURT,AUTRES,VINCENNES,3 JANVIER 2015
NON,NON,OUI, ,OUI, ,MEDIUM,NON,NON,H,COURT,BAZIRE,VINCENNES,3 JANVIER 2015
NON,NON,OUI, ,NON, ,MEDIUM,NON,NON,M,COURT,LEVESQUE,VINCENNES,3 JANVIER 2015
NON,NON,OUI, ,OUI, ,MEDIUM,NON,NON,H,COURT,BIGEON,VINCENNES,3 JANVIER 2015
NON,NON,NON, ,NON, ,MEDIUM,NON,NON,H,COURT,OUVRIE,VINCENNES,3 JANVIER 2015
NON,NON,OUI, ,NON, ,MEDIUM,NON,NON,F,COURT,LOCQUENAUX,VINCENNES,3 JANVIER 2015
NON,NON,OUI, ,NON, ,MEDIUM,NON,NON,F,COURT,LEVESQUE,VINCENNES,3 JANVIER 2015
NON,NON,OUI, ,NON, ,MEDIUM,NON,NON,F,COURT,ABRIVARD,VINCENNES,3 JANVIER 2015
OUI,NON,OUI, ,OUI, ,MEDIUM,NON,NON,F,COURT,DREUX,VINCENNES,3 JANVIER 2015
NON,NON,OUI, ,NON, ,MEDIUM,NON,NON,F,COURT,MARTENS,VINCENNES,3 JANVIER 2015
NON,NON,NON, ,NON, ,JEUNE,NON,NON,F,COURT,AUTRES,VINCENNES,3 JANVIER 2015
NON,NON,NON, ,NON, ,JEUNE,NON,NON,F,COURT,VERCRUYSSE,VINCENNES,3 JANVIER 2015
OUI,NON,NON, ,NON, ,JEUNE,NON,NON,F,COURT,AUTRES,VINCENNES,3 JANVIER 2015
OUI,NON,NON, ,NON, ,JEUNE,NON,NON,F,COURT,AUTRES,VINCENNES,3 JANVIER 2015
OUI,NON,NON, ,NON, ,JEUNE,NON,NON,F,COURT,AUTRES,VINCENNES,3 JANVIER 2015
OUI,OUI,OUI,NON,NON,NON,JEUNE,NON,NON,F,COURT,AUTRES,VINCENNES,3 JANVIER 2016
OUI,OUI,NON,NON,OUI,OUI,JEUNE,NON,NON,F,COURT,AUTRES,VINCENNES,3 JANVIER 2016
OUI,OUI,NON,OUI,NON,NON,JEUNE,NON,NON,F,COURT,VERCRUYSSE,VINCENNES,3 JANVIER 2016
NON,OUI,OUI,OUI,OUI,NON,JEUNE,NON,NON,F,COURT,NIVARD,VINCENNES,3 JANVIER 2016
NON,OUI,OUI,NON,NON,OUI,JEUNE,NON,NON,F,COURT,ABRIVARD,VINCENNES,3 JANVIER 2016
NON,OUI,NON,OUI,OUI,NON,MEDIUM,NON,NON,M,COURT,BAZIRE,VINCENNES,3 JANVIER 2016
NON,OUI,OUI,OUI,NON,NON,MEDIUM,NON,NON,M,COURT,AUTRES,VINCENNES,3 JANVIER 2016
OUI,OUI,OUI,NON,NON,OUI,MEDIUM,NON,NON,M,COURT,AUTRES,VINCENNES,3 JANVIER 2016
NON,OUI,NON,NON,NON,NON,MEDIUM,NON,NON,M,COURT,AUTRES,VINCENNES,3 JANVIER 2016
NON,OUI,OUI,NON,OUI,OUI,MEDIUM,NON,OUI,M,COURT,AUTRES,VINCENNES,3 JANVIER 2016
NON,NON,OUI,NON,OUI,OUI,JEUNE,NON,NON,F,COURT,LEVESQUE,VINCENNES,3 JANVIER 2016
NON,NON,OUI,NON,NON,NON,JEUNE,NON,NON,F,COURT,BAZIRE,VINCENNES,3 JANVIER 2016
NON,NON,OUI,OUI,NON,NON,JEUNE,NON,NON,F,COURT,RAFFIN,VINCENNES,3 JANVIER 2016
OUI,NON,NON,OUI,OUI,NON,JEUNE,OUI,NON,F,COURT,AUTRES,VINCENNES,3 JANVIER 2016
NON,NON,OUI,NON,NON,OUI,JEUNE,NON,NON,F,COURT,OUVRIE,VINCENNES,3 JANVIER 2016
NON,OUI,NON,NON,NON,OUI,MEDIUM,NON,NON,H,COURT,ABRIVARD,VINCENNES,3 JANVIER 2016
OUI,OUI,NON,NON,OUI,OUI,MEDIUM,NON,NON,F,COURT,AUTRES,VINCENNES,3 JANVIER 2016
OUI,OUI,OUI,NON,OUI,NON,MEDIUM,NON,OUI,H,COURT,AUTRES,VINCENNES,3 JANVIER 2016
OUI,OUI,NON,NON,OUI,NON,MEDIUM,NON,OUI,H,COURT,AUTRES,VINCENNES,3 JANVIER 2016
OUI,OUI,OUI,NON,NON,OUI,MEDIUM,NON,OUI,F,COURT,AUTRES,VINCENNES,3 JANVIER 2016
NON,OUI,OUI,OUI,OUI,NON,JEUNE,NON,NON,H,COURT,BONNE,VINCENNES,3 JANVIER 2016
NON,OUI,OUI,OUI,NON,NON,JEUNE,NON,NON,M,COURT,THOMAIN,VINCENNES,3 JANVIER 2016
OUI,OUI,OUI,NON,NON,OUI,JEUNE,NON,NON,M,COURT,AUTRES,VINCENNES,3 JANVIER 2016
NON,OUI,OUI,NON,NON,NON,JEUNE,NON,NON,M,COURT,NIVARD,VINCENNES,3 JANVIER 2016
NON,OUI,NON,NON,OUI,OUI,JEUNE,NON,OUI,M,COURT,VERVA,VINCENNES,3 JANVIER 2016
OUI,NON,NON,NON,OUI,OUI,JEUNE,NON,NON,F,LONG,ALLARD,VINCENNES,3 JANVIER 2016
NON,NON,NON,NON,NON,OUI,JEUNE,NON,NON,F,LONG,BIGEON,VINCENNES,3 JANVIER 2016
OUI,NON,NON,NON,NON,OUI,JEUNE,NON,NON,F,LONG,AUTRES,VINCENNES,3 JANVIER 2016
NON,NON,NON,OUI,NON,NON,JEUNE,NON,NON,F,LONG,NIVARD,VINCENNES,3 JANVIER 2016
OUI,NON,NON,OUI,NON,NON,JEUNE,NON,NON,F,LONG,BIGEON,VINCENNES,3 JANVIER 2016
OUI,NON,NON,NON,NON,OUI,JEUNE,NON,NON,F,COURT,AUTRES,VINCENNES,3 JANVIER 2017
OUI,NON,NON,NON,NON,OUI,JEUNE,NON,NON,F,COURT,AUTRES,VINCENNES,3 JANVIER 2017
NON,NON,NON,OUI,NON,NON,JEUNE,NON,NON,F,COURT,BAZIRE,VINCENNES,3 JANVIER 2017
NON,NON,NON,NON,NON,NON,JEUNE,NON,NON,F,COURT,OUVRIE,VINCENNES,3 JANVIER 2017
NON,NON,OUI,NON,NON,NON,JEUNE,NON,NON,F,COURT,ABRIVARD,VINCENNES,3 JANVIER 2017
NON,NON,OUI,NON,NON,OUI,MEDIUM,NON,NON,H,COURT,RAFFIN,VINCENNES,3 JANVIER 2017
NON,NON,OUI,NON,NON,OUI,MEDIUM,NON,NON,H,COURT,AUTRES,VINCENNES,3 JANVIER 2017
NON,NON,OUI,NON,OUI,OUI,MEDIUM,NON,NON,H,COURT,AUTRES,VINCENNES,3 JANVIER 2017
OUI,NON,OUI,NON,OUI,NON,MEDIUM,NON,NON,H,COURT,NIVARD,VINCENNES,3 JANVIER 2017
NON,NON,NON,NON,NON,NON,MEDIUM,NON,NON,F,COURT,DUBOIS,VINCENNES,3 JANVIER 2017
